store_id,store_name,open_date,store_size_sqft,population_density,location_zip,risk_tier,region,state,format_type
ST-09340,Dollar Tree #9340,2023-05-03,6639,10765.2,67817,Low,Mid-Atlantic,PA,Standard
ST-09341,Dollar Tree #9341,2021-11-21,7049,1761.1,20881,Medium,Southeast,AR,Plus
ST-09342,Dollar Tree #9342,2005-03-21,9523,9341.0,15152,Medium,West,AZ,Combo
ST-09343,Dollar Tree #9343,2017-12-24,11264,5083.3,40194,Low,Southwest,TX,Plus
ST-09344,Dollar Tree #9344,2019-07-26,8325,6618.5,80763,Medium,Southeast,NM,Plus
ST-09345,Dollar Tree #9345,2023-10-17,13004,5545.5,66256,Medium,Northeast,AL,Standard
ST-09346,Dollar Tree #9346,2019-10-25,8719,6975.0,20602,Low,Northeast,PA,Plus
ST-09347,Dollar Tree #9347,2016-05-19,11322,2649.6,34908,Medium,Northeast,AR,Plus
ST-09348,Dollar Tree #9348,2007-03-15,9023,2446.6,90962,High,Southwest,CO,Standard
ST-09349,Dollar Tree #9349,2016-12-13,7565,10496.4,96560,Low,Northeast,OR,Standard
ST-09350,Dollar Tree #9350,2007-12-25,6107,10200.6,52326,Low,Southeast,OH,Standard
ST-09351,Dollar Tree #9351,2019-12-13,13483,10087.1,89839,Low,Northeast,OK,Plus
ST-09352,Dollar Tree #9352,2012-07-10,13242,8254.6,24530,Low,Midwest,FL,Combo
ST-09353,Dollar Tree #9353,2012-05-27,11748,9347.6,43045,Medium,Midwest,CO,Standard
ST-09354,Dollar Tree #9354,2006-10-14,12365,4623.4,87977,Medium,West,PA,Plus
ST-09355,Dollar Tree #9355,2018-01-02,10317,374.4,46937,Medium,Northeast,IL,Standard
ST-09356,Dollar Tree #9356,2005-07-02,12085,351.3,79237,Medium,West,MI,Combo
ST-09357,Dollar Tree #9357,2006-10-03,7648,8391.3,45047,Medium,Southwest,GA,Standard
ST-09358,Dollar Tree #9358,2000-06-07,10605,6309.5,94588,High,West,GA,Standard
ST-09359,Dollar Tree #9359,2024-03-20,11762,296.2,45702,Low,West,NV,Standard
ST-09360,Dollar Tree #9360,2007-12-14,7020,5290.1,21199,Low,Mid-Atlantic,CO,Plus
ST-09361,Dollar Tree #9361,2004-12-27,10576,7560.7,37108,High,West,OH,Standard
ST-09362,Dollar Tree #9362,2004-12-27,11243,1315.1,22762,Medium,Northeast,TX,Plus
ST-09363,Dollar Tree #9363,2001-12-20,10015,9732.6,49646,Medium,Southwest,OK,Standard
ST-09364,Dollar Tree #9364,2009-11-21,7265,8455.7,86233,Medium,Mid-Atlantic,KS,Plus
ST-09365,Dollar Tree #9365,2021-07-28,13444,5235.4,41597,Low,Northeast,CA,Plus
ST-09366,Dollar Tree #9366,2009-06-07,6628,7242.6,92865,Medium,Southeast,PA,Standard
ST-09367,Dollar Tree #9367,2012-06-24,12622,3013.0,71976,Low,Midwest,NV,Plus
ST-09368,Dollar Tree #9368,2024-12-06,11273,8205.8,11698,Medium,Southwest,MS,Standard
ST-09369,Dollar Tree #9369,2006-04-27,7043,11716.0,70075,Medium,Northeast,AL,Combo
ST-09370,Dollar Tree #9370,2008-05-27,13230,11061.5,77448,Low,Northeast,MO,Combo
ST-09371,Dollar Tree #9371,2009-12-19,13184,10239.3,64419,Low,Northeast,AZ,Standard
ST-09372,Dollar Tree #9372,2013-12-17,9886,11364.1,60262,Low,Mid-Atlantic,TX,Plus
ST-09373,Dollar Tree #9373,2006-08-06,7245,10120.6,96191,Medium,Southwest,NJ,Plus
ST-09374,Dollar Tree #9374,2008-09-08,9300,2660.8,25590,Medium,Northeast,NY,Standard
ST-09375,Dollar Tree #9375,2016-10-18,10466,1402.1,28821,Medium,Midwest,AR,Plus
ST-09376,Dollar Tree #9376,2017-09-05,7419,11873.3,37351,Low,Mid-Atlantic,KS,Standard
ST-09377,Dollar Tree #9377,2016-07-05,7755,3428.1,28561,High,Southeast,GA,Standard
ST-09378,Dollar Tree #9378,2024-03-05,9422,3764.8,12183,Low,Midwest,KY,Standard
ST-09379,Dollar Tree #9379,2004-04-01,8975,4696.2,61181,Medium,Southwest,IN,Plus
ST-09380,Dollar Tree #9380,2000-12-25,9308,1474.8,93605,Low,Midwest,NY,Plus
ST-09381,Dollar Tree #9381,2008-04-10,7412,1671.7,80968,Medium,Southeast,CO,Plus
ST-09382,Dollar Tree #9382,2016-10-07,11718,11532.3,13497,Low,Mid-Atlantic,NY,Plus
ST-09383,Dollar Tree #9383,2019-07-09,9193,5296.9,77775,Low,Southeast,AR,Plus
ST-09384,Dollar Tree #9384,2021-12-18,9895,3645.2,83318,Medium,Northeast,KY,Combo
ST-09385,Dollar Tree #9385,2003-08-27,13235,5205.3,65971,Low,Southeast,NC,Plus
ST-09386,Dollar Tree #9386,2021-07-21,10519,4046.7,86772,Medium,Southwest,TN,Standard
ST-09387,Dollar Tree #9387,2013-10-06,13533,5309.5,88385,High,Mid-Atlantic,CA,Standard
ST-09388,Dollar Tree #9388,2017-03-16,12895,11304.9,48983,Medium,West,IA,Standard
ST-09389,Dollar Tree #9389,2022-09-06,8720,8624.4,51082,Medium,Southwest,GA,Standard
ST-09390,Dollar Tree #9390,2009-08-22,10575,11968.8,15352,Low,Northeast,IL,Plus
ST-09391,Dollar Tree #9391,2021-07-17,8024,4472.2,30870,High,Mid-Atlantic,OK,Plus
ST-09392,Dollar Tree #9392,2002-04-16,7057,8168.6,32657,Low,Midwest,TN,Combo
ST-09393,Dollar Tree #9393,2011-04-11,7297,984.7,74553,High,Northeast,VA,Plus
ST-09394,Dollar Tree #9394,2004-07-26,10054,5563.7,82170,Low,Northeast,MS,Standard
ST-09395,Dollar Tree #9395,2004-12-24,6401,2469.3,45188,Low,Southeast,CA,Plus
ST-09396,Dollar Tree #9396,2014-10-27,6145,8722.9,93458,Low,Southeast,NM,Standard
ST-09397,Dollar Tree #9397,2011-04-06,8016,6130.9,50481,Low,West,CO,Standard
ST-09398,Dollar Tree #9398,2011-06-01,13608,9658.4,31146,Medium,Northeast,SC,Standard
ST-09399,Dollar Tree #9399,2001-07-07,6580,7230.6,58007,Medium,Midwest,CT,Plus
ST-09400,Dollar Tree #9400,2001-07-13,9686,10730.8,59988,Medium,Mid-Atlantic,TN,Standard
ST-09401,Dollar Tree #9401,2020-10-26,11600,11566.8,97193,High,Southwest,VA,Standard
ST-09402,Dollar Tree #9402,2012-06-03,7084,11949.3,51840,Medium,Southwest,AR,Standard
ST-09403,Dollar Tree #9403,2015-01-09,7345,9460.9,18472,Medium,Northeast,NJ,Standard
ST-09404,Dollar Tree #9404,2007-09-15,9592,11319.3,79284,Medium,Northeast,IA,Standard
ST-09405,Dollar Tree #9405,2000-10-17,8794,3398.8,55336,Low,Southwest,KY,Plus
ST-09406,Dollar Tree #9406,2006-06-21,9889,4902.0,97593,Low,West,KS,Combo
ST-09407,Dollar Tree #9407,2003-03-07,13270,4022.8,48941,High,Southeast,KY,Standard
ST-09408,Dollar Tree #9408,2013-01-13,7266,267.4,74677,Medium,Northeast,PA,Combo
ST-09409,Dollar Tree #9409,2001-11-16,6262,5459.0,71580,Low,Southwest,TN,Plus
ST-09410,Dollar Tree #9410,2001-04-03,9558,10046.9,94243,Medium,Southwest,TX,Plus
ST-09411,Dollar Tree #9411,2022-10-01,8200,10778.9,94409,Medium,Northeast,CA,Standard
ST-09412,Dollar Tree #9412,2010-10-25,7937,8925.4,86535,Medium,Midwest,AL,Standard
ST-09413,Dollar Tree #9413,2008-05-20,11813,7370.5,95589,High,Southwest,FL,Standard
ST-09414,Dollar Tree #9414,2019-01-06,12474,6801.2,89889,High,West,NV,Standard
ST-09415,Dollar Tree #9415,2013-11-06,7141,11344.1,54082,Medium,Southwest,NV,Standard
ST-09416,Dollar Tree #9416,2024-02-20,13468,3278.3,55193,High,Northeast,WI,Combo
ST-09417,Dollar Tree #9417,2019-01-14,9144,495.4,64471,Low,Midwest,TX,Plus
ST-09418,Dollar Tree #9418,2020-02-23,12192,4692.1,20244,Medium,West,IL,Standard
ST-09419,Dollar Tree #9419,2007-04-08,9094,2568.6,52317,Low,West,TX,Standard
ST-09420,Dollar Tree #9420,2021-04-07,7457,8940.1,60625,Medium,Midwest,NC,Standard
ST-09421,Dollar Tree #9421,2016-02-13,8473,7103.9,45831,Medium,Northeast,MS,Standard
ST-09422,Dollar Tree #9422,2005-11-17,9359,6708.6,52972,Medium,Northeast,NJ,Plus
ST-09423,Dollar Tree #9423,2014-05-21,12154,414.9,73795,High,West,NC,Plus
ST-09424,Dollar Tree #9424,2003-08-21,11686,10644.8,13825,Medium,Northeast,OK,Combo
ST-09425,Dollar Tree #9425,2017-02-05,8817,5387.9,18135,Medium,Northeast,PA,Combo
ST-09426,Dollar Tree #9426,2019-09-24,7357,11419.4,44805,Medium,West,NV,Combo
ST-09427,Dollar Tree #9427,2014-02-10,9899,806.8,63705,Medium,Midwest,CO,Plus
ST-09428,Dollar Tree #9428,2010-01-26,12600,415.7,98342,High,Northeast,OH,Standard
ST-09429,Dollar Tree #9429,2021-10-24,9693,7522.0,65237,Medium,Mid-Atlantic,IN,Standard
ST-09430,Dollar Tree #9430,2020-05-23,10561,5033.7,13763,Low,Southwest,VA,Plus
ST-09431,Dollar Tree #9431,2002-03-10,9575,5058.4,53547,Medium,West,NJ,Standard
ST-09432,Dollar Tree #9432,2004-06-03,9456,9546.3,27758,Medium,Mid-Atlantic,KY,Standard
ST-09433,Dollar Tree #9433,2005-07-04,12444,9691.8,46016,Low,Southeast,AR,Plus
ST-09434,Dollar Tree #9434,2021-05-16,8351,4737.4,73790,Medium,Midwest,NV,Standard
ST-09435,Dollar Tree #9435,2006-07-17,6603,7362.8,80729,Low,Mid-Atlantic,NC,Standard
ST-09436,Dollar Tree #9436,2023-07-08,13439,4172.3,82116,Low,Northeast,CT,Combo
ST-09437,Dollar Tree #9437,2020-03-26,9687,11464.3,27963,Medium,Northeast,IN,Standard
ST-09438,Dollar Tree #9438,2008-02-04,7097,1489.0,33665,Medium,Northeast,NJ,Plus
ST-09439,Dollar Tree #9439,2016-12-17,8386,996.4,35688,Medium,Mid-Atlantic,KY,Combo
ST-09440,Dollar Tree #9440,2005-07-21,13004,9259.6,37578,Low,Southeast,OR,Standard
ST-09441,Dollar Tree #9441,2018-05-14,6225,5700.5,19038,High,West,OH,Plus
ST-09442,Dollar Tree #9442,2010-03-04,13843,7156.6,40952,Medium,Midwest,OH,Standard
ST-09443,Dollar Tree #9443,2005-10-07,6996,11428.8,50776,Low,Southeast,FL,Standard
ST-09444,Dollar Tree #9444,2011-05-16,12698,10721.4,69260,High,Mid-Atlantic,KS,Standard
ST-09445,Dollar Tree #9445,2008-10-24,11128,8305.1,79914,High,West,OK,Standard
ST-09446,Dollar Tree #9446,2002-12-06,6141,4669.4,14670,Medium,Southeast,AL,Standard
ST-09447,Dollar Tree #9447,2009-04-25,11805,2169.7,77418,Medium,Midwest,AR,Combo
ST-09448,Dollar Tree #9448,2002-03-27,10893,8042.0,83884,Low,West,IN,Combo
ST-09449,Dollar Tree #9449,2016-09-09,7653,1105.0,67436,Medium,West,NV,Standard
ST-09450,Dollar Tree #9450,2008-09-15,9396,10031.2,33408,Medium,Southeast,TX,Standard
ST-09451,Dollar Tree #9451,2018-03-02,12825,9085.2,79881,Medium,Southwest,CA,Plus
ST-09452,Dollar Tree #9452,2020-10-24,11133,6620.6,29368,Medium,Southeast,AR,Standard
ST-09453,Dollar Tree #9453,2001-02-04,9091,2239.2,76817,Low,Northeast,IA,Plus
ST-09454,Dollar Tree #9454,2017-01-15,7981,11560.4,77968,Low,West,IN,Standard
ST-09455,Dollar Tree #9455,2020-11-21,11905,577.6,74326,Low,Northeast,WI,Plus
ST-09456,Dollar Tree #9456,2019-01-14,9434,10897.2,55902,High,Northeast,OK,Standard
ST-09457,Dollar Tree #9457,2013-06-12,7911,3498.8,13013,Low,Southeast,TN,Combo
ST-09458,Dollar Tree #9458,2015-02-14,6562,5564.3,69946,Medium,Midwest,GA,Combo
ST-09459,Dollar Tree #9459,2019-10-11,8122,10556.0,99011,Low,Mid-Atlantic,KY,Combo
ST-09460,Dollar Tree #9460,2020-07-04,12850,1068.1,63367,Medium,West,NY,Standard
ST-09461,Dollar Tree #9461,2024-12-06,11341,10453.1,76459,Medium,West,OH,Plus
ST-09462,Dollar Tree #9462,2007-01-01,13200,3681.7,45980,Medium,Southeast,OH,Plus
ST-09463,Dollar Tree #9463,2008-07-26,13114,6707.8,71363,Medium,Mid-Atlantic,NY,Plus
ST-09464,Dollar Tree #9464,2013-02-04,10386,4591.4,14759,High,Northeast,FL,Standard
ST-09465,Dollar Tree #9465,2018-03-02,13622,10151.2,72286,Low,Southwest,SC,Combo
ST-09466,Dollar Tree #9466,2013-07-11,8941,8087.7,72042,Low,West,VA,Standard
ST-09467,Dollar Tree #9467,2015-03-19,6350,2452.8,19068,High,Southeast,SC,Plus
ST-09468,Dollar Tree #9468,2010-02-15,9151,11700.1,98919,High,Mid-Atlantic,NM,Combo
ST-09469,Dollar Tree #9469,2020-11-08,11313,5834.2,73576,Low,Midwest,AR,Plus
ST-09470,Dollar Tree #9470,2022-01-13,13720,2457.8,90275,High,Southeast,NY,Standard
ST-09471,Dollar Tree #9471,2024-02-23,8947,1076.6,16096,Low,West,CO,Plus
ST-09472,Dollar Tree #9472,2003-03-20,13057,7159.2,33820,High,Midwest,WI,Plus
ST-09473,Dollar Tree #9473,2003-04-22,6682,1343.8,34911,Medium,West,TX,Plus
ST-09474,Dollar Tree #9474,2014-12-03,6464,10745.8,22089,Low,Northeast,NM,Combo
ST-09475,Dollar Tree #9475,2008-12-11,12892,8132.4,40089,Medium,Southwest,CO,Standard
ST-09476,Dollar Tree #9476,2019-07-08,10273,7957.3,52234,Low,Midwest,CT,Standard
ST-09477,Dollar Tree #9477,2012-09-04,11078,5124.7,32674,Low,Mid-Atlantic,OK,Standard
ST-09478,Dollar Tree #9478,2000-04-28,9634,2950.3,35775,Medium,Mid-Atlantic,AR,Standard
ST-09479,Dollar Tree #9479,2015-01-17,6571,4108.4,80530,High,Northeast,CT,Plus
ST-09480,Dollar Tree #9480,2015-09-08,7754,9296.8,79000,Low,Southwest,FL,Standard
ST-09481,Dollar Tree #9481,2022-12-10,9248,3318.4,56578,Medium,Southwest,NJ,Standard
ST-09482,Dollar Tree #9482,2002-01-02,13648,1803.9,63767,Medium,West,CO,Combo
ST-09483,Dollar Tree #9483,2014-05-28,13682,2355.5,51825,Medium,Northeast,NC,Plus
ST-09484,Dollar Tree #9484,2019-02-06,9054,4326.5,91234,Low,Mid-Atlantic,AZ,Standard
ST-09485,Dollar Tree #9485,2006-10-27,10059,6896.4,46122,Medium,Midwest,TX,Standard
ST-09486,Dollar Tree #9486,2021-12-11,10516,7830.2,64667,Medium,Midwest,NM,Plus
ST-09487,Dollar Tree #9487,2005-08-26,7308,4456.2,53381,Low,West,IL,Combo
ST-09488,Dollar Tree #9488,2004-05-01,12661,10274.0,34683,Low,West,CT,Plus
ST-09489,Dollar Tree #9489,2023-02-05,7327,10598.6,86089,Medium,Southeast,CO,Plus
ST-09490,Dollar Tree #9490,2003-12-11,6296,1463.3,29469,High,Southeast,AL,Standard
ST-09491,Dollar Tree #9491,2003-05-22,7068,8138.7,87249,Low,Northeast,NV,Plus
ST-09492,Dollar Tree #9492,2009-01-04,9619,9956.8,44107,Medium,Mid-Atlantic,NM,Standard
ST-09493,Dollar Tree #9493,2018-03-17,7659,1857.7,84220,Medium,Northeast,NY,Standard
ST-09494,Dollar Tree #9494,2018-12-14,13262,8461.8,69171,Low,Mid-Atlantic,MS,Standard
ST-09495,Dollar Tree #9495,2009-10-03,6600,9082.5,85727,Medium,Southeast,MS,Standard
ST-09496,Dollar Tree #9496,2023-08-21,10565,9256.1,70722,Medium,Southeast,CO,Plus
ST-09497,Dollar Tree #9497,2008-12-13,9612,7360.2,10259,High,Southwest,PA,Standard
ST-09498,Dollar Tree #9498,2024-12-16,12907,6744.1,19606,High,West,OR,Combo
ST-09499,Dollar Tree #9499,2004-08-20,12434,529.6,17282,Medium,Mid-Atlantic,WI,Combo
ST-09500,Dollar Tree #9500,2008-07-10,7455,6488.9,42504,Medium,Midwest,OK,Plus
ST-00001,Dollar Tree #1,2020-02-01,12074,3445.3,39256,Low,Mid-Atlantic,NY,Combo
ST-00002,Dollar Tree #2,2023-09-03,10837,5178.7,13905,Low,Southeast,GA,Plus
ST-00003,Dollar Tree #3,2019-01-18,7628,8649.0,81426,Medium,Southeast,IN,Plus
ST-00004,Dollar Tree #4,2008-01-25,12601,2084.0,65392,Medium,Midwest,PA,Standard
ST-00005,Dollar Tree #5,2024-06-04,6759,4683.1,57052,Medium,West,NC,Standard
ST-00006,Dollar Tree #6,2023-08-18,7022,11682.8,59615,Low,West,MI,Combo
ST-00007,Dollar Tree #7,2019-06-19,7575,8513.9,16006,High,Southeast,IA,Standard
ST-00008,Dollar Tree #8,2002-04-28,6827,4685.5,69429,High,Midwest,OH,Standard
ST-00009,Dollar Tree #9,2011-04-22,8187,8481.5,99593,High,Northeast,CO,Combo
ST-00010,Dollar Tree #10,2005-09-24,8005,2128.1,59735,Medium,Mid-Atlantic,OR,Plus
ST-00011,Dollar Tree #11,2007-11-11,12904,9266.1,17331,Low,Northeast,MS,Standard
ST-00012,Dollar Tree #12,2012-05-03,7728,10975.0,84341,High,Midwest,IL,Combo
ST-00013,Dollar Tree #13,2015-07-21,9758,1885.9,28301,Low,Mid-Atlantic,SC,Plus
ST-00014,Dollar Tree #14,2008-12-19,9509,10794.3,62350,Medium,Southeast,PA,Plus
ST-00015,Dollar Tree #15,2015-02-25,6385,10361.0,30033,High,Southeast,MS,Combo
ST-00016,Dollar Tree #16,2013-10-03,9152,4703.1,71348,Medium,Midwest,SC,Standard
ST-00017,Dollar Tree #17,2021-12-04,11584,10640.5,44973,High,Midwest,NY,Standard
ST-00018,Dollar Tree #18,2013-03-15,6026,11455.0,44522,Medium,Southeast,WI,Standard
ST-00019,Dollar Tree #19,2020-05-27,11234,6190.4,36071,Low,Midwest,IA,Standard
ST-00020,Dollar Tree #20,2017-09-01,10906,4025.0,12552,Low,Midwest,NV,Standard
ST-00021,Dollar Tree #21,2007-01-08,13192,6894.8,20322,Low,Mid-Atlantic,MO,Standard
ST-00022,Dollar Tree #22,2024-09-25,7030,1715.0,72296,Medium,Southeast,NC,Plus
ST-00023,Dollar Tree #23,2019-07-07,13609,6563.7,36365,High,Midwest,AZ,Combo
ST-00024,Dollar Tree #24,2020-06-15,13369,6307.4,25860,Low,Southeast,FL,Standard
ST-00025,Dollar Tree #25,2000-10-18,7885,7143.6,10942,Low,Mid-Atlantic,KY,Standard
ST-00026,Dollar Tree #26,2007-02-02,13042,4099.1,77391,Low,Midwest,OK,Plus
ST-00027,Dollar Tree #27,2006-09-05,11925,11239.1,84847,Medium,Southwest,GA,Plus
ST-00028,Dollar Tree #28,2013-04-04,6794,7976.0,56438,Medium,Southwest,IN,Combo
ST-00029,Dollar Tree #29,2001-11-21,11293,1361.3,62772,High,Midwest,MS,Standard
ST-00030,Dollar Tree #30,2007-04-07,10393,5493.6,65296,Low,Midwest,IN,Standard
ST-00031,Dollar Tree #31,2002-08-26,13056,10300.4,22833,Low,Mid-Atlantic,SC,Standard
ST-00032,Dollar Tree #32,2002-04-06,9329,5930.6,38016,Medium,Northeast,OH,Plus
ST-00033,Dollar Tree #33,2000-07-09,13590,9452.0,69638,Medium,Southwest,OR,Combo
ST-00034,Dollar Tree #34,2017-11-23,9986,2026.6,48890,Low,Northeast,AL,Combo
ST-00035,Dollar Tree #35,2017-01-24,8569,874.6,86569,Medium,West,NM,Plus
ST-00036,Dollar Tree #36,2005-01-17,6656,10245.8,18981,Medium,Northeast,OK,Standard
ST-00037,Dollar Tree #37,2012-02-19,8016,7031.2,15209,Medium,Northeast,TN,Combo
ST-00038,Dollar Tree #38,2018-10-17,8591,11229.5,36772,High,Mid-Atlantic,VA,Standard
ST-00039,Dollar Tree #39,2008-07-05,11502,7816.9,69929,Medium,Northeast,TX,Plus
ST-00040,Dollar Tree #40,2019-10-04,6600,6544.1,76307,Medium,Southeast,NM,Standard
ST-00041,Dollar Tree #41,2002-04-12,8334,2061.4,81200,High,Midwest,CO,Combo
ST-00042,Dollar Tree #42,2016-01-22,12693,6744.3,96951,Low,Southeast,NC,Standard
ST-00043,Dollar Tree #43,2003-12-18,7273,3413.7,89276,Low,Mid-Atlantic,VA,Standard
ST-00044,Dollar Tree #44,2021-11-28,8162,6163.8,42914,Low,Northeast,KY,Plus
ST-00045,Dollar Tree #45,2008-01-01,8732,9299.2,93507,Medium,Southeast,CT,Plus
ST-00046,Dollar Tree #46,2017-12-14,10594,314.1,19862,High,Southeast,SC,Standard
ST-00047,Dollar Tree #47,2011-10-18,7213,5271.5,15482,Medium,Midwest,NV,Standard
ST-00048,Dollar Tree #48,2011-04-22,8044,8069.8,56357,Medium,Southwest,CO,Combo
ST-00049,Dollar Tree #49,2004-04-28,7331,11719.2,33206,Medium,Northeast,OH,Combo
ST-00050,Dollar Tree #50,2010-07-26,11487,10396.0,42527,Medium,Southeast,MS,Combo
ST-00051,Dollar Tree #51,2003-07-28,6317,10331.4,39154,Low,Southwest,NJ,Standard
ST-00052,Dollar Tree #52,2007-04-01,11406,2478.9,53025,Medium,Northeast,IA,Standard
ST-00053,Dollar Tree #53,2011-11-17,9274,8218.3,80282,Medium,Northeast,NY,Standard
ST-00054,Dollar Tree #54,2005-10-09,6313,1479.2,66959,Medium,Mid-Atlantic,MS,Standard
ST-00055,Dollar Tree #55,2013-10-17,6947,4745.3,85574,Low,Midwest,CA,Combo
ST-00056,Dollar Tree #56,2013-01-17,13582,9716.8,97900,Low,Midwest,TN,Standard
ST-00057,Dollar Tree #57,2021-06-20,8571,8028.0,26334,High,Midwest,WI,Standard
ST-00058,Dollar Tree #58,2021-07-11,9296,8427.1,82667,Low,Southeast,TN,Combo
ST-00059,Dollar Tree #59,2012-11-24,13395,2253.5,84593,Medium,Southwest,SC,Standard
ST-00060,Dollar Tree #60,2009-05-07,9521,9472.0,89516,High,Midwest,IN,Plus
ST-00061,Dollar Tree #61,2014-11-07,10187,5783.6,32241,High,Northeast,MI,Plus
ST-00062,Dollar Tree #62,2021-11-20,8745,1302.0,40784,High,Midwest,GA,Standard
ST-00063,Dollar Tree #63,2004-01-02,8005,11810.4,90120,Low,Southwest,TN,Combo
ST-00064,Dollar Tree #64,2018-04-23,11704,4730.9,62383,Low,Southeast,KY,Combo
ST-00065,Dollar Tree #65,2000-02-25,9482,2782.3,77889,Medium,Northeast,SC,Standard
ST-00066,Dollar Tree #66,2003-08-05,12565,5682.8,79616,Medium,West,VA,Plus
ST-00067,Dollar Tree #67,2019-12-17,9495,10000.7,81810,Medium,Southeast,CT,Plus
ST-00068,Dollar Tree #68,2014-05-25,8025,10110.4,46347,Medium,Southwest,KY,Standard
ST-00069,Dollar Tree #69,2008-08-03,11845,3571.6,45614,Medium,Midwest,NV,Plus
ST-00070,Dollar Tree #70,2002-03-05,7894,4719.8,30028,High,Southeast,FL,Plus
ST-00071,Dollar Tree #71,2013-06-18,9816,5106.1,37110,Medium,Southwest,NV,Plus
ST-00072,Dollar Tree #72,2022-01-28,13214,9234.0,59857,Medium,Northeast,NJ,Standard
ST-00073,Dollar Tree #73,2024-07-28,13304,11450.5,64921,Medium,Mid-Atlantic,CT,Plus
ST-00074,Dollar Tree #74,2019-04-16,7797,3420.6,73654,Low,Southwest,VA,Combo
ST-00075,Dollar Tree #75,2021-07-24,7352,10118.0,26728,Medium,West,TX,Plus
ST-00076,Dollar Tree #76,2018-10-22,6222,1190.6,66179,Low,Southwest,OH,Standard
ST-00077,Dollar Tree #77,2008-07-11,7733,5565.5,54236,Medium,Midwest,IA,Plus
ST-00078,Dollar Tree #78,2008-02-16,6158,9038.5,16826,Medium,Southeast,KY,Standard
ST-00079,Dollar Tree #79,2024-11-02,12178,566.2,42411,Low,Northeast,CO,Standard
ST-00080,Dollar Tree #80,2007-03-16,11484,1549.8,38569,Medium,Mid-Atlantic,NC,Standard
ST-00081,Dollar Tree #81,2005-10-20,13894,9025.5,25012,Low,Midwest,NY,Plus
ST-00082,Dollar Tree #82,2000-05-19,11548,10914.7,59192,Medium,Mid-Atlantic,IL,Standard
ST-00083,Dollar Tree #83,2018-12-27,11138,3065.6,49529,High,West,MS,Standard
ST-00084,Dollar Tree #84,2018-01-12,10364,5254.9,58571,Low,West,KY,Standard
ST-00085,Dollar Tree #85,2000-07-27,10015,1445.4,57472,High,Southwest,OR,Standard
ST-00086,Dollar Tree #86,2013-03-24,10274,11592.6,45400,Medium,West,IA,Plus
ST-00087,Dollar Tree #87,2014-07-27,11988,7191.2,52245,Low,Northeast,NC,Plus
ST-00088,Dollar Tree #88,2007-08-19,10999,8084.6,54092,Low,Southwest,KS,Standard
ST-00089,Dollar Tree #89,2005-08-07,8906,9614.4,54608,Medium,West,OR,Standard
ST-00090,Dollar Tree #90,2017-01-17,13766,2454.5,41635,High,Southwest,MO,Plus
ST-00091,Dollar Tree #91,2024-04-23,9900,7821.7,74332,Medium,Northeast,FL,Standard
ST-00092,Dollar Tree #92,2007-07-23,7993,3813.2,86225,Medium,Southwest,SC,Plus
ST-00093,Dollar Tree #93,2011-07-24,10508,4103.3,69473,Medium,Midwest,NC,Standard
ST-00094,Dollar Tree #94,2003-12-07,8584,1610.7,80236,High,Southeast,IL,Standard
ST-00095,Dollar Tree #95,2023-08-09,11935,7157.1,78765,Medium,Midwest,NY,Standard
ST-00096,Dollar Tree #96,2009-04-12,7469,3766.8,80010,Low,Midwest,CA,Standard
ST-00097,Dollar Tree #97,2017-05-23,13733,1690.1,74340,Low,Northeast,AL,Standard
ST-00098,Dollar Tree #98,2015-08-15,8791,2375.5,16734,Medium,Southwest,NY,Standard
ST-00099,Dollar Tree #99,2012-08-03,10726,7627.5,17026,Low,Southeast,MS,Plus
ST-00100,Dollar Tree #100,2009-02-08,6970,6785.3,64548,Medium,West,MS,Plus
ST-00101,Dollar Tree #101,2007-09-13,9690,10920.4,48974,Medium,Southwest,MI,Plus
ST-00102,Dollar Tree #102,2019-01-20,13865,8933.1,37235,High,Southeast,NC,Combo
ST-00103,Dollar Tree #103,2002-03-08,7423,6713.5,30517,Low,Southwest,IN,Combo
ST-00104,Dollar Tree #104,2019-08-10,6267,2931.4,47056,High,Southwest,FL,Combo
ST-00105,Dollar Tree #105,2007-05-26,12481,7575.7,96662,Low,Southwest,NY,Plus
ST-00106,Dollar Tree #106,2007-11-05,13441,3334.5,28643,Low,Northeast,OH,Standard
ST-00107,Dollar Tree #107,2019-12-27,10662,11070.1,67560,Low,Southwest,OR,Standard
ST-00108,Dollar Tree #108,2022-07-09,10099,6571.8,67377,Low,West,CA,Plus
ST-00109,Dollar Tree #109,2023-06-20,8051,505.2,40005,High,West,AL,Standard
ST-00110,Dollar Tree #110,2024-11-27,8207,6999.7,32962,Medium,West,KY,Plus
ST-00111,Dollar Tree #111,2008-03-19,9570,7690.5,74451,Low,Southwest,NJ,Plus
ST-00112,Dollar Tree #112,2010-06-22,6856,10321.3,53228,Medium,Mid-Atlantic,MO,Standard
ST-00113,Dollar Tree #113,2021-07-27,12230,6691.1,69614,Low,Midwest,NC,Standard
ST-00114,Dollar Tree #114,2003-07-28,10215,9934.1,10150,High,West,IN,Plus
ST-00115,Dollar Tree #115,2001-04-17,8963,7547.1,75338,High,Southwest,IA,Standard
ST-00116,Dollar Tree #116,2006-05-18,7073,11146.5,67424,High,Southwest,NY,Standard
ST-00117,Dollar Tree #117,2020-10-26,7960,8575.4,50730,Medium,Northeast,SC,Plus
ST-00118,Dollar Tree #118,2002-04-27,13478,1538.8,25396,High,Southeast,MO,Combo
