date,station_id,city,product_family,shell_price_inr_per_liter,comp_min_price_inr_per_liter_within_3km,price_gap_inr_per_liter,liters_sold,revenue_inr,gross_margin_inr,downtime_minutes,stockout_flag,promo_active,competitors_within_3km,weather_heat_index,rainfall_mm,holiday_flag,footfall_estimate,cstore_transactions,cstore_revenue_inr,loyalty_signups,ev_charger_sessions
27-09-2025,DEL-004,Delhi,Diesel,102.34,102,0.34,7700,788018,82384.02,11,0,0,4,30,9.859953933,0,737,114,11624.28,5,10
27-09-2025,DEL-004,Delhi,CNG,105.66,104.3,1.36,14702,1553413.32,121964.79,15,0,1,2,41,5.336699006,0,914,178,19294.95,13,8
26-09-2025,DEL-004,Delhi,Petrol,98.23,97.63,0.6,5720,561875.6,45492.56,120,0,0,5,35,22.87353888,0,986,127,11657.05,26,13
26-09-2025,DEL-004,Delhi,Diesel,106.25,105.8,0.45,14220,1510875,90117.63,150,0,1,2,38,22.19726135,0,865,392,34471.38,21,11
26-09-2025,DEL-004,Delhi,CNG,104.47,103.94,0.53,5637,588897.39,66463.77,19,0,0,4,37,10.8240118,0,469,296,21375.1,19,7
25-09-2025,DEL-004,Delhi,Petrol,108.35,106.98,1.37,5467,592349.45,40895.93,108,0,1,2,39,21.27260044,0,660,151,18513.84,18,10
25-09-2025,DEL-004,Delhi,Diesel,104.24,103.7,0.54,8644,901050.56,47786.06,132,1,1,2,34,15.57321551,0,670,563,65811.42,9,14
25-09-2025,DEL-004,Delhi,CNG,109.64,108.17,1.47,9876,1082804.64,55294.04,153,0,1,5,30,13.02683331,0,852,192,25303.55,28,9
24-09-2025,DEL-004,Delhi,Petrol,109,107.6,1.4,7776,847584,61134.22,128,1,1,5,42,16.79510409,0,360,157,28006.46,25,2
24-09-2025,DEL-004,Delhi,Diesel,107.2,106.47,0.73,12083,1295297.6,142277.35,76,0,0,4,35,27.44745123,0,631,118,11657.61,7,6
24-09-2025,DEL-004,Delhi,CNG,104.69,104.42,0.27,12791,1339089.79,93322.02,114,0,1,5,33,18.74890551,0,609,420,82408.43,21,14
23-09-2025,DEL-004,Delhi,Petrol,101.49,100.55,0.94,9284,942233.16,81016.67,102,0,1,2,42,24.27494928,0,921,290,17566.49,5,11
23-09-2025,DEL-004,Delhi,Diesel,105.75,104.8,0.95,10156,1073997,99944.69,165,0,0,2,39,23.11646942,1,947,372,55985.77,28,9
23-09-2025,DEL-004,Delhi,CNG,100.84,99.87,0.97,9004,907963.36,74628.8,90,0,1,5,38,27.53885942,0,897,467,82237.04,13,12
22-09-2025,DEL-004,Delhi,Petrol,96.39,95.03,1.36,11484,1106942.76,112656.55,167,0,1,2,32,17.99479708,0,976,501,97166.96,21,13
22-09-2025,DEL-004,Delhi,Diesel,97.37,96.3,1.07,10399,1012550.63,93537.41,150,0,1,2,38,8.476303053,0,473,546,39240.04,15,7
22-09-2025,DEL-004,Delhi,CNG,105.21,104.1,1.11,6844,720057.24,37798.89,51,0,0,3,36,6.394154261,0,369,245,21174.53,7,11
21-09-2025,DEL-004,Delhi,Petrol,95.16,95.15,0.01,11958,1137923.28,73511.59,47,0,1,4,30,26.70988576,0,554,432,62060.65,10,2
21-09-2025,DEL-004,Delhi,Diesel,95.7,94.89,0.81,5770,552189,43313.51,94,0,1,2,33,2.339232706,0,590,580,36063.93,14,5
21-09-2025,DEL-004,Delhi,CNG,103.67,102.24,1.43,10429,1081174.43,104451.77,24,0,0,5,40,6.435596184,0,527,440,59892.06,13,12
20-09-2025,DEL-004,Delhi,Petrol,104.14,103.22,0.92,8486,883732.04,63163.52,105,0,0,4,41,1.595560244,0,624,212,42276.46,24,0
20-09-2025,DEL-004,Delhi,Diesel,108.18,107.28,0.9,6755,730755.9,67929.18,104,1,1,4,38,20.88665745,1,874,198,18352.05,27,11
20-09-2025,DEL-004,Delhi,CNG,100.76,99.48,1.28,8629,869458.04,66954.72,9,0,1,4,36,29.11429939,0,295,378,65003.08,24,5
19-09-2025,DEL-004,Delhi,Petrol,97.7,96.31,1.39,11402,1113975.4,82126.25,78,0,1,4,34,20.60882865,1,250,252,30858.44,14,5
19-09-2025,DEL-004,Delhi,Diesel,107.18,106.31,0.87,14500,1554110,151719.45,70,0,1,5,31,29.78724576,0,995,511,46114.26,11,2
19-09-2025,DEL-004,Delhi,CNG,108.76,107.63,1.13,6937,754468.12,74617.24,62,0,1,2,40,28.57054512,0,857,106,7041.63,17,4
18-09-2025,DEL-004,Delhi,Petrol,104.31,103.31,1,6672,695956.32,43703.27,89,0,1,2,30,25.0482241,0,335,257,42037.48,19,11
18-09-2025,DEL-004,Delhi,Diesel,106.58,105.9,0.68,9936,1058978.88,99288.28,86,0,1,5,30,5.716837209,0,581,311,43233.58,22,12
18-09-2025,DEL-004,Delhi,CNG,102.98,102.12,0.86,14064,1448310.72,173202.11,117,0,1,3,36,13.67769821,0,596,588,87157.68,24,12
17-09-2025,DEL-004,Delhi,Petrol,106.96,106.32,0.64,11516,1231751.36,91827.27,110,0,1,2,35,28.82628405,0,972,544,71728.8,16,5
17-09-2025,DEL-004,Delhi,Diesel,101.94,100.52,1.42,8363,852524.22,95477.19,98,0,1,2,41,14.58493397,0,619,304,25936.53,28,11
17-09-2025,DEL-004,Delhi,CNG,103.13,102.14,0.99,5420,558964.6,36074.32,66,0,1,4,32,15.53050958,0,233,311,30724.14,11,0
16-09-2025,DEL-004,Delhi,Petrol,105.04,104.55,0.49,9989,1049244.56,60586.26,83,1,1,4,35,14.69357934,0,822,251,14040.77,14,7
16-09-2025,DEL-004,Delhi,Diesel,107.28,106.19,1.09,11812,1267191.36,82908.87,89,1,1,2,44,17.44214311,1,408,112,22375.22,6,7
16-09-2025,DEL-004,Delhi,CNG,98.07,97.31,0.76,13466,1320610.62,137005.44,36,0,1,2,39,13.7931763,0,931,295,30526.99,29,7
15-09-2025,DEL-004,Delhi,Petrol,96.41,95.14,1.27,11599,1118259.59,106144.98,36,0,1,5,40,5.317058224,0,463,186,31545.48,15,6
15-09-2025,DEL-004,Delhi,Diesel,108.33,106.84,1.49,7278,788425.74,56751.7,48,0,1,2,38,15.3125553,0,460,579,81028.43,17,9
15-09-2025,DEL-004,Delhi,CNG,109.74,108.33,1.41,6609,725271.66,81007.53,53,0,1,5,32,6.274880503,0,444,429,50851.46,9,3
14-09-2025,DEL-004,Delhi,Petrol,102.72,101.61,1.11,5737,589304.64,53082.85,63,0,1,5,35,5.145294689,0,905,291,48631.39,18,6
14-09-2025,DEL-004,Delhi,Diesel,103.46,102.85,0.61,12058,1247520.68,129245.98,132,0,1,5,33,11.53697248,0,716,218,35550.51,11,14
14-09-2025,DEL-004,Delhi,CNG,101.52,100.48,1.04,12164,1234889.28,75563.87,57,1,1,3,44,22.43497083,0,542,445,84322.93,19,8
13-09-2025,DEL-004,Delhi,Petrol,97.12,96.55,0.57,14096,1369003.52,138951.41,69,0,1,5,43,15.88595652,0,779,412,70044.15,20,6
13-09-2025,DEL-004,Delhi,Diesel,105.59,104.74,0.85,11869,1253247.71,67466.67,142,0,1,5,35,15.3721843,0,676,121,23835.92,16,12
13-09-2025,DEL-004,Delhi,CNG,99.44,99.42,0.02,9625,957110,71055.08,33,0,0,3,32,15.8821189,0,989,442,28016.8,12,7
12-09-2025,DEL-004,Delhi,Petrol,97.74,96.55,1.19,11263,1100845.62,62666.74,129,0,1,3,34,12.48858911,0,323,575,105675.23,7,6
12-09-2025,DEL-004,Delhi,Diesel,108.75,107.48,1.27,9926,1079452.5,64665,73,0,1,5,38,19.02145129,0,899,560,102242.92,28,8
12-09-2025,DEL-004,Delhi,CNG,109.19,108.38,0.81,6002,655358.38,56023.76,174,0,1,5,37,12.01214212,0,863,163,29084.75,26,12
11-09-2025,DEL-004,Delhi,Petrol,102.49,101.82,0.67,5570,570869.3,56834.61,148,1,1,3,33,10.60084715,0,783,575,111075.28,21,12
11-09-2025,DEL-004,Delhi,Diesel,108.9,107.72,1.18,11512,1253656.8,99019.25,139,0,0,4,30,18.62407565,0,898,513,32712.89,24,1
11-09-2025,DEL-004,Delhi,CNG,101.78,100.49,1.29,12346,1256575.88,117253.19,167,0,1,5,41,10.76775144,0,354,458,87120.4,9,12
10-09-2025,DEL-004,Delhi,Petrol,108.38,107.71,0.67,9861,1068735.18,55837.8,74,1,0,2,42,17.81577795,0,544,324,61962.02,5,8
10-09-2025,DEL-004,Delhi,Diesel,107.71,107.34,0.37,9312,1002995.52,104985.7,109,0,0,3,35,24.708097,0,624,280,22201.47,7,4
10-09-2025,DEL-004,Delhi,CNG,98.09,97.35,0.74,11545,1132449.05,64290.61,114,0,1,5,35,5.843813509,0,829,481,75557.23,6,5
09-09-2025,DEL-004,Delhi,Petrol,99.36,98.45,0.91,5900,586224,36441.38,73,0,1,5,36,18.87140981,0,397,152,15041.33,13,11
09-09-2025,DEL-004,Delhi,Diesel,96.62,95.8,0.82,14114,1363694.68,123118.01,98,0,1,2,37,20.28004683,0,839,581,85822.11,27,8
09-09-2025,DEL-004,Delhi,CNG,105.43,104.34,1.09,12649,1333584.07,89000.68,19,0,1,3,35,18.37501134,0,777,218,39780.17,18,1
08-09-2025,DEL-004,Delhi,Petrol,98.62,97.29,1.33,6804,671010.48,69261.02,58,0,1,3,31,19.00073736,0,569,516,39252.24,11,11
08-09-2025,DEL-004,Delhi,Diesel,106.46,105.57,0.89,11867,1263360.82,104358.08,75,0,1,3,41,23.55543062,0,333,201,18264.31,17,13
08-09-2025,DEL-004,Delhi,CNG,98.82,98.62,0.2,13310,1315294.2,122383,169,0,1,5,44,8.145297802,0,900,493,73885.4,26,7
07-09-2025,DEL-004,Delhi,Petrol,108.14,106.73,1.41,9250,1000295,111730.32,46,0,1,5,33,8.170602394,1,815,595,86630.24,20,1
07-09-2025,DEL-004,Delhi,Diesel,107.91,106.96,0.95,7560,815799.6,58421.62,170,0,1,4,37,19.46825808,0,967,271,32869.11,14,2
07-09-2025,DEL-004,Delhi,CNG,99.26,99.17,0.09,10586,1050766.36,123284.65,58,0,0,5,31,24.43610883,0,933,463,51263.04,24,8
06-09-2025,DEL-004,Delhi,Petrol,107.65,107.56,0.09,7750,834287.5,95783.89,52,1,1,2,39,21.28737582,0,715,541,93604.69,10,12
06-09-2025,DEL-004,Delhi,Diesel,96.48,96.32,0.16,12857,1240443.36,68275.88,10,0,0,2,31,28.21735062,0,401,515,52853.19,17,4
06-09-2025,DEL-004,Delhi,CNG,107.69,106.39,1.3,10344,1113945.36,64538.26,47,0,0,5,41,15.48015877,0,439,447,42243.51,26,11
05-09-2025,DEL-004,Delhi,Petrol,101.44,100.03,1.41,5136,520995.84,46375.54,160,0,1,4,38,13.00937774,0,534,233,37260.03,10,2
05-09-2025,DEL-004,Delhi,Diesel,99.15,98.82,0.33,9313,923383.95,95515.89,112,0,0,5,39,6.698926473,0,642,198,22086.37,13,11
05-09-2025,DEL-004,Delhi,CNG,106.25,105.07,1.18,14300,1519375,112588.67,124,0,1,4,30,21.13919458,0,499,457,79636.69,9,4
04-09-2025,DEL-004,Delhi,Petrol,107.84,106.6,1.24,13119,1414752.96,75518.41,71,0,1,4,32,10.75277227,0,614,463,38220.49,24,2
04-09-2025,DEL-004,Delhi,Diesel,103.22,102.72,0.5,9561,986886.42,86148.42,142,0,0,5,40,4.264391114,0,373,233,25622.58,13,10
04-09-2025,DEL-004,Delhi,CNG,102.49,101.4,1.09,14463,1482312.87,161532.84,144,0,1,4,41,28.47260447,0,518,460,38068.37,6,9
03-09-2025,DEL-004,Delhi,Petrol,108.85,108.84,0.01,6281,683686.85,69171.78,79,0,1,3,33,7.974616222,0,607,309,38542.67,6,14
03-09-2025,DEL-004,Delhi,Diesel,105.05,104.67,0.38,11511,1209230.55,106219.5,34,0,1,4,41,23.74593213,0,595,596,40734.01,10,2
03-09-2025,DEL-004,Delhi,CNG,105.35,104.39,0.96,12623,1329833.05,116462.3,149,0,1,2,37,8.604193112,0,821,476,52117.98,12,2
02-09-2025,DEL-004,Delhi,Petrol,96.38,95.9,0.48,13246,1276649.48,87421.24,54,0,1,3,42,5.792168214,1,206,319,24682.73,9,3
02-09-2025,DEL-004,Delhi,Diesel,109.06,108.75,0.31,8750,954275,73980.67,179,0,0,3,42,18.04400285,0,511,281,30700.67,27,11
02-09-2025,DEL-004,Delhi,CNG,101.75,100.95,0.8,12160,1237280,122743.71,28,1,0,2,34,14.49280795,0,635,393,66850.76,23,1
01-09-2025,DEL-004,Delhi,Petrol,106.86,105.45,1.41,6996,747592.56,84370.7,45,0,0,4,31,11.99501993,0,450,552,110192.27,19,10
01-09-2025,DEL-004,Delhi,Diesel,108.83,108.18,0.65,8921,970872.43,80007.81,11,0,1,2,35,29.41621946,0,246,516,77411.83,7,8
01-09-2025,DEL-004,Delhi,CNG,102.11,101.6,0.51,6830,697411.3,72044.58,161,0,1,5,39,10.57796036,0,752,263,16352.62,14,0
30-09-2025,DEL-005,Delhi,Petrol,102.16,100.76,1.4,11425,1167178,69984.96,50,0,1,3,37,14.73549601,0,761,430,38128.35,12,8
30-09-2025,DEL-005,Delhi,Diesel,96.97,96.63,0.34,14942,1448925.74,137414.33,53,0,1,4,38,10.25095021,0,698,438,36601.84,5,4
30-09-2025,DEL-005,Delhi,CNG,101.49,101.43,0.06,7648,776195.52,43103.91,17,0,1,2,31,24.11629131,0,937,423,66915.57,29,7
29-09-2025,DEL-005,Delhi,Petrol,95.87,94.45,1.42,6060,580972.2,68382.89,42,1,0,2,37,27.2598501,0,732,476,88250.72,12,6
29-09-2025,DEL-005,Delhi,Diesel,96.11,94.79,1.32,8508,817703.88,48658.69,115,0,1,3,41,14.20020666,0,210,518,48915.55,26,0
29-09-2025,DEL-005,Delhi,CNG,106.15,105.26,0.89,7626,809499.9,69435.92,159,0,1,2,30,2.18133643,0,366,156,22113.13,5,0
28-09-2025,DEL-005,Delhi,Petrol,104.59,103.13,1.46,12542,1311767.78,86809.13,107,0,1,5,36,22.24472778,0,275,514,86621.18,9,7
28-09-2025,DEL-005,Delhi,Diesel,95.3,94.15,1.15,14970,1426641,135214.42,77,0,0,5,43,18.24405699,0,666,358,60559.33,17,1
28-09-2025,DEL-005,Delhi,CNG,108.14,106.86,1.28,12792,1383326.88,98679.94,162,0,0,2,37,16.44265851,0,456,299,17944.91,12,3
27-09-2025,DEL-005,Delhi,Petrol,108.34,107.61,0.73,7025,761088.5,45801.64,107,0,0,4,40,19.80351288,0,819,108,11819.74,6,1
27-09-2025,DEL-005,Delhi,Diesel,106.1,105.33,0.77,6891,731135.1,77333.27,178,0,1,3,39,15.35267663,0,634,379,70147.86,16,8
27-09-2025,DEL-005,Delhi,CNG,106.79,106.55,0.24,11095,1184835.05,92178.52,165,0,1,4,42,13.15503745,0,205,403,74061.63,28,12
26-09-2025,DEL-005,Delhi,Petrol,95.02,93.78,1.24,5104,484982.08,46521.9,54,0,1,5,34,24.25812757,0,236,118,12809.73,6,5
26-09-2025,DEL-005,Delhi,Diesel,96.24,94.98,1.26,9294,894454.56,56204.72,96,0,1,3,40,0.60814118,0,326,567,56127.57,25,11
26-09-2025,DEL-005,Delhi,CNG,109.88,108.91,0.97,7498,823880.24,45680.01,96,1,1,2,39,28.45200526,1,879,173,30377.57,14,6
25-09-2025,DEL-005,Delhi,Petrol,99.11,98.51,0.6,9434,935003.74,95686.76,103,0,0,2,39,14.34805888,0,873,546,87800.64,23,0
25-09-2025,DEL-005,Delhi,Diesel,108.82,108.13,0.69,14807,1611297.74,88165.18,159,0,1,5,36,28.75659556,0,566,158,17750.71,5,11
25-09-2025,DEL-005,Delhi,CNG,101.34,100.15,1.19,9994,1012791.96,110185.27,98,0,1,3,37,19.72894806,1,706,109,12268.91,15,11
24-09-2025,DEL-005,Delhi,Petrol,103.95,102.72,1.23,12223,1270580.85,69269.97,15,1,1,2,30,25.36814385,0,825,432,55182.75,29,1
24-09-2025,DEL-005,Delhi,Diesel,107.27,107,0.27,5393,578507.11,47509.33,98,0,1,2,31,19.56890651,0,953,139,21376.29,14,14
24-09-2025,DEL-005,Delhi,CNG,98.74,98.68,0.06,12080,1192779.2,81978.54,47,0,1,2,41,2.108532619,0,729,463,55301.99,24,6
23-09-2025,DEL-005,Delhi,Petrol,99.8,98.45,1.35,5577,556584.6,39916.72,149,0,1,3,36,9.117244091,0,378,531,93482.81,11,11
23-09-2025,DEL-005,Delhi,Diesel,105.63,104.27,1.36,14915,1575471.45,159980,43,0,1,5,30,12.92810195,1,219,210,33002.5,21,2
23-09-2025,DEL-005,Delhi,CNG,107.25,106.53,0.72,7422,796009.5,69705.29,27,0,0,3,35,29.22911222,0,696,201,11388.33,29,8
22-09-2025,DEL-005,Delhi,Petrol,102.48,102.16,0.32,10700,1096536,85591.31,15,0,1,2,42,14.19519774,0,550,450,28736.6,9,3
22-09-2025,DEL-005,Delhi,Diesel,102.14,101.26,0.88,12413,1267863.82,92365.85,176,1,1,5,38,27.98723949,0,643,119,17373.02,16,14
22-09-2025,DEL-005,Delhi,CNG,103.14,101.95,1.19,11577,1194051.78,132394.15,71,0,1,5,32,18.05360007,0,771,197,15276.11,7,8
21-09-2025,DEL-005,Delhi,Petrol,96.03,95.13,0.9,8801,845160.03,64254.9,87,0,1,3,36,8.192228801,0,229,506,33655.27,8,12
21-09-2025,DEL-005,Delhi,Diesel,100.53,99.32,1.21,11826,1188867.78,87957.76,117,0,1,2,37,8.534903522,0,746,588,103902.09,6,5
21-09-2025,DEL-005,Delhi,CNG,99.2,97.87,1.33,8008,794393.6,68526.94,78,1,1,2,33,18.54505649,0,918,361,68454.58,5,14
20-09-2025,DEL-005,Delhi,Petrol,100.06,99.26,0.8,11397,1140383.82,81232.65,83,0,1,4,30,2.867261206,0,304,135,17706.29,12,2
20-09-2025,DEL-005,Delhi,Diesel,99.14,97.84,1.3,7559,749399.26,61249.76,58,1,1,2,38,12.93710974,0,410,562,81371.22,20,13
20-09-2025,DEL-005,Delhi,CNG,101.93,100.56,1.37,14234,1450871.62,119373.24,93,0,1,2,35,10.96362478,0,424,574,75971.48,13,1
19-09-2025,DEL-005,Delhi,Petrol,104.53,103.91,0.62,14003,1463733.59,128432.9,6,1,1,2,35,10.99617163,1,573,520,44912.6,17,11
19-09-2025,DEL-005,Delhi,Diesel,97.13,96.45,0.68,7080,687680.4,55807.44,31,0,1,2,43,4.858724953,0,329,432,74548.33,12,2
19-09-2025,DEL-005,Delhi,CNG,103.82,103.05,0.77,10919,1133610.58,57544.88,24,0,1,2,44,12.06352157,0,691,316,61881.43,20,13
18-09-2025,DEL-005,Delhi,Petrol,107.85,107.07,0.78,12909,1392235.65,71019.26,174,0,1,2,44,29.63857105,0,627,536,78575.01,8,7
18-09-2025,DEL-005,Delhi,Diesel,104.44,103.58,0.86,13543,1414430.92,152508.61,68,0,1,2,38,1.503162795,0,628,589,92927.2,19,3
18-09-2025,DEL-005,Delhi,CNG,97.99,97.17,0.82,7596,744332.04,80827.6,126,0,1,3,38,26.75206383,0,859,157,14939.16,10,5
17-09-2025,DEL-005,Delhi,Petrol,99.22,97.83,1.39,12100,1200562,72255.1,2,0,0,2,44,18.51833068,1,629,110,20897.16,18,6
17-09-2025,DEL-005,Delhi,Diesel,101.43,101.2,0.23,6738,683435.34,48667,4,0,0,4,32,9.233815421,0,582,215,14495.91,13,3
17-09-2025,DEL-005,Delhi,CNG,100.44,99.83,0.61,14331,1439405.64,110182.01,45,0,1,4,42,22.97639447,0,632,572,86147.05,22,12
16-09-2025,DEL-005,Delhi,Petrol,99.54,99.2,0.34,5567,554139.18,42236.32,4,0,1,4,33,20.87235269,0,734,430,26669.25,12,4
16-09-2025,DEL-005,Delhi,Diesel,102.55,101.69,0.86,11615,1191118.25,99823.15,11,1,0,3,37,11.71548782,0,969,125,11992.88,10,8
16-09-2025,DEL-005,Delhi,CNG,98.48,98.15,0.33,11137,1096771.76,80146.29,140,0,1,3,35,21.02978682,0,772,502,67098.21,20,4
15-09-2025,DEL-005,Delhi,Petrol,98.58,97.33,1.25,5018,494674.44,32839.88,178,0,1,5,35,13.55040487,0,494,166,13460.44,22,4
15-09-2025,DEL-005,Delhi,Diesel,107.33,106.84,0.49,5194,557472.02,58012.69,74,1,1,5,33,12.7813231,0,279,332,56869.81,25,4
15-09-2025,DEL-005,Delhi,CNG,100.75,100.65,0.1,9367,943725.25,86627.28,173,0,0,4,41,10.28535321,0,457,119,20328.47,13,14
14-09-2025,DEL-005,Delhi,Petrol,106.2,104.87,1.33,11610,1232982,113339.58,37,0,1,5,32,29.38276187,0,886,418,49797.8,15,12
14-09-2025,DEL-005,Delhi,Diesel,99.41,98.53,0.88,12794,1271851.54,124613.05,34,0,1,3,43,29.15396106,0,543,407,32245.34,28,2
14-09-2025,DEL-005,Delhi,CNG,97.92,97.04,0.88,9065,887644.8,81202.92,78,0,1,3,31,28.4268792,0,990,521,45290.66,19,6
13-09-2025,DEL-005,Delhi,Petrol,107.15,105.94,1.21,10597,1135468.55,119655.84,75,0,0,4,43,11.14000075,0,554,568,66122.67,16,7
13-09-2025,DEL-005,Delhi,Diesel,97.94,97.35,0.59,8305,813391.7,74968.59,160,0,1,5,32,26.07227445,0,550,168,17025.5,16,11
13-09-2025,DEL-005,Delhi,CNG,104,103.44,0.56,10897,1133288,100808.01,169,0,1,3,38,11.64147093,0,545,451,61665.68,19,12
12-09-2025,DEL-005,Delhi,Petrol,105.37,103.97,1.4,12848,1353793.76,112666.52,167,0,0,4,37,15.56943761,0,495,561,109787.39,15,10
12-09-2025,DEL-005,Delhi,Diesel,96.78,96.27,0.51,12733,1232299.74,78180.14,117,0,1,2,35,21.35691751,0,696,272,29746.91,19,1
12-09-2025,DEL-005,Delhi,CNG,101.52,100.47,1.05,5193,527193.36,35340.31,84,0,0,4,34,1.370272157,0,910,421,40519.21,12,12
11-09-2025,DEL-005,Delhi,Petrol,101.14,100.72,0.42,7709,779688.26,42895.05,79,1,1,5,34,19.00539385,0,693,450,33032.46,9,11
11-09-2025,DEL-005,Delhi,Diesel,100.16,99.03,1.13,11174,1119187.84,93187.21,81,0,1,2,44,18.77639499,0,776,188,27718.86,13,11
11-09-2025,DEL-005,Delhi,CNG,109.25,108.18,1.07,5984,653752,70120.56,163,0,1,5,42,29.68746577,0,582,468,69568.96,19,8
10-09-2025,DEL-005,Delhi,Petrol,107.3,106.84,0.46,8505,912586.5,67561.67,153,0,0,4,37,22.12461258,0,917,324,33511.46,24,0
10-09-2025,DEL-005,Delhi,Diesel,104.13,102.78,1.35,8915,928318.95,59891.85,92,0,1,3,32,3.323517348,0,301,428,77631.59,25,1
10-09-2025,DEL-005,Delhi,CNG,106.41,105.43,0.98,9587,1020152.67,54985.7,44,0,1,4,32,9.993763816,0,712,495,58613.03,8,1
09-09-2025,DEL-005,Delhi,Petrol,103.73,102.41,1.32,9571,992799.83,65222.53,113,0,1,5,43,11.33967752,0,793,243,34692.26,28,2
09-09-2025,DEL-005,Delhi,Diesel,103.02,101.59,1.43,13980,1440219.6,139641.45,123,1,1,2,44,4.353264514,0,865,523,77527.18,13,2
09-09-2025,DEL-005,Delhi,CNG,102.28,100.84,1.44,14153,1447568.84,108500.61,85,1,1,3,30,20.72825682,0,299,497,84645.49,20,11
08-09-2025,DEL-005,Delhi,Petrol,105.15,103.92,1.23,10346,1087881.9,58836.27,161,1,1,2,32,20.79263276,0,352,212,34448.81,11,4
08-09-2025,DEL-005,Delhi,Diesel,105.98,105.85,0.13,7633,808945.34,68290.87,117,0,1,5,34,29.02279296,0,763,520,30867.38,7,2
08-09-2025,DEL-005,Delhi,CNG,96.18,95.92,0.26,10351,995559.18,101957.28,93,0,0,5,36,11.85136257,1,276,137,22286.47,14,6
07-09-2025,DEL-005,Delhi,Petrol,105.76,105.46,0.3,6855,724984.8,75717.02,158,0,1,2,38,18.50788815,0,656,479,64174.05,28,12
07-09-2025,DEL-005,Delhi,Diesel,95.7,94.79,0.91,8162,781103.4,56575.68,89,0,1,3,32,19.0909743,0,720,186,22263.62,24,2
07-09-2025,DEL-005,Delhi,CNG,99.47,99.14,0.33,10191,1013698.77,115674.4,4,1,1,2,32,19.15709334,0,703,296,21878.52,9,10
06-09-2025,DEL-005,Delhi,Petrol,102.24,100.94,1.3,5804,593400.96,70762.28,169,0,1,4,32,12.75139781,0,850,589,114845.37,22,8
06-09-2025,DEL-005,Delhi,Diesel,105.79,105.65,0.14,10805,1143060.95,93332.36,178,0,1,2,42,12.83514128,0,321,171,23561.67,13,2
06-09-2025,DEL-005,Delhi,CNG,97.49,96.6,0.89,11864,1156621.36,76477.48,177,0,1,3,44,29.9251708,1,496,273,14471.75,17,10
05-09-2025,DEL-005,Delhi,Petrol,96.3,94.96,1.34,11640,1120932,116995.92,48,0,1,2,38,24.25666238,1,242,510,43036.8,8,14
05-09-2025,DEL-005,Delhi,Diesel,107.94,107.16,0.78,6327,682936.38,73862.96,118,0,0,4,38,25.11248254,1,331,456,67172.85,21,5
05-09-2025,DEL-005,Delhi,CNG,105.61,104.97,0.64,8140,859665.4,68997.65,65,0,0,5,37,23.77611678,0,291,467,88704.48,15,9
04-09-2025,DEL-005,Delhi,Petrol,109.38,107.95,1.43,12530,1370531.4,75593.41,79,0,1,3,42,10.67720046,0,230,242,34111.58,7,5
04-09-2025,DEL-005,Delhi,Diesel,107.87,106.47,1.4,7436,802121.32,51136.49,31,0,1,4,33,4.917516088,0,611,545,50706.08,19,9
04-09-2025,DEL-005,Delhi,CNG,98,97.4,0.6,9595,940310,59786.88,177,0,0,3,35,28.3278559,0,325,364,46701.58,18,2
03-09-2025,DEL-005,Delhi,Petrol,98.92,97.52,1.4,8299,820937.08,60405.26,57,0,1,5,32,28.85536214,0,617,431,34383.6,14,4
03-09-2025,DEL-005,Delhi,Diesel,105.04,103.69,1.35,8584,901663.36,80632.45,31,1,1,4,41,0.87103988,0,465,122,16027.12,17,7
03-09-2025,DEL-005,Delhi,CNG,107.77,107.48,0.29,13883,1496170.91,125115.66,21,0,1,5,40,24.16776989,0,866,387,50636.08,12,3
02-09-2025,DEL-005,Delhi,Petrol,95.93,95.33,0.6,6360,610114.8,54325.71,159,0,1,4,39,11.20158314,0,853,315,18571.67,9,5
02-09-2025,DEL-005,Delhi,Diesel,99.76,98.89,0.87,11558,1153026.08,122405.62,126,0,1,2,43,29.46525765,0,248,260,23617.05,10,11
02-09-2025,DEL-005,Delhi,CNG,105.05,104.32,0.73,12166,1278038.3,141733.26,55,0,1,2,36,3.480555338,0,332,271,44034.6,13,10
01-09-2025,DEL-005,Delhi,Petrol,103.92,103.77,0.15,8801,914599.92,107615.62,86,0,1,5,33,5.876196239,0,694,454,64365.97,12,11
01-09-2025,DEL-005,Delhi,Diesel,98.55,97.88,0.67,9036,890497.8,84206.88,165,1,0,3,31,26.67795464,0,598,521,84430.76,20,13
01-09-2025,DEL-005,Delhi,CNG,100.67,99.3,1.37,7691,774252.97,61814.26,18,0,1,2,38,7.514605248,0,645,320,56534.72,16,6
30-09-2025,DEL-006,Delhi,Petrol,107.48,107.16,0.32,9989,1073617.72,58862,58,0,1,4,33,27.38523477,0,408,300,52249.3,25,7
30-09-2025,DEL-006,Delhi,Diesel,107.43,106.34,1.09,12964,1392722.52,71135.1,26,0,1,4,36,13.5130534,0,322,544,52742.74,8,1
30-09-2025,DEL-006,Delhi,CNG,97.21,96.7,0.51,14093,1369980.53,147536.69,169,0,1,2,44,6.528759376,0,456,563,70060.54,12,14
29-09-2025,DEL-006,Delhi,Petrol,107.09,106.98,0.11,8882,951173.38,71398.73,135,0,1,4,44,29.2881019,0,800,196,32097.26,26,10
29-09-2025,DEL-006,Delhi,Diesel,107.1,106.3,0.8,9470,1014237,56339.48,16,0,0,5,36,1.574521945,0,696,455,46516.38,6,6
